"50m", "freestyle"
"100m", "freestyle"
"200m", "freestyle"
"400m", "freestyle"
"800m", "freestyle"
"1,500m", "freestyle"
"50m", "backstroke"
"100m", "backstroke"
"200m", "backstroke"
"50m", "breaststroke"
"100m", "breaststroke"
"200m", "breaststroke"
"50m", "butterfly"
"100m", "butterfly"
"200m", "butterfly"
"200m", "individual medley"
"400m", "individual medley"
"4×100m", "freestyle relay"
"4×200m", "freestyle relay"
"4×100m", "medley relay"
