"DJ Hero", "FreeStyleGames Exient Entertainment", "Activision", "2009", "", "✔", "✔"
"DJ Hero 2", "FreeStyleGames", "Activision", "2010", "", "✔", "✔"
"Doctor Fizzwhizzles's Animal Rescue", "", "Conspiracy Entertainment", "2009", "", "", "✔"
"Doctor Who: Return to Earth", "Asylum Entertainment", "", "2010", "", "✔", ""
"Dodge Racing: Charger vs Challenger", "Zoo Games", "Zoo Games", "2009", "", "✔", "✔"
"The Dog Island", "Yuke's", "Ubisoft", "2007", "✔", "✔", "✔"
"Dokapon Kingdom", "Sting", "Sting Atlus", "2008", "✔", "✔", "✔"
"Don King Boxing", "Venom Games", "2K Sports", "2008", "", "✔", "✔"
"Donkey Kong Barrel Blast", "Paon", "Nintendo", "2007", "✔", "✔", "✔"
"Donkey Kong Country Returns", "Retro Studios Nintendo", "Nintendo", "2010", "✔", "✔", "✔"
"Donkey Kong Jungle Beat", "Nintendo", "Nintendo", "2009", "✔", "✔", "✔"
"Dood's Big Adventure", "THQ", "THQ", "2010", "", "✔", "✔"
"Dora Saves the Crystal Kingdom", "High Voltage Software", "Take-Two Interactive", "2009", "", "", "✔"
"Dora Saves the Snow Princess", "", "2K Play", "2008", "", "", "✔"
"Dora's Big Birthday Adventure", "High Voltage Software", "Take 2 Interactive", "2010", "", "✔", "✔"
"Doraemon Wii", "8ing", "Sega", "2007", "✔", "", ""
"Dragon Ball: Revenge of King Piccolo", "Media Vision", "Namco Bandai", "2009", "✔", "✔", "✔"
"Dragon Ball Z: Budokai Tenkaichi 2", "Spike", "Namco Bandai", "2006", "✔", "✔", "✔"
"Dragon Ball Z: Budokai Tenkaichi 3", "Spike", "Namco Bandai", "2007", "✔", "✔", "✔"
"Dragon Blade: Wrath of Fire", "Land Ho", "D3 Publisher Koch Media", "2007", "✔", "✔", "✔"
"Dragon Quest Swords: The Masked Queen and the Tower of Mirrors", "Genius Sonority", "Square Enix", "2007", "✔", "✔", "✔"
"Dragon Quest X: Mezameshi Itsutsu no Shuzoku Online", "Square Enix", "Square Enix", "2012", "✔", "", ""
"Dragon's Lair Trilogy", "Digital Leisure Inc.", "Destineer Studios", "2010", "", "", "✔"
"Drawn to Life: The Next Chapter", "Planet Moon Studios", "THQ", "2009", "", "✔", "✔"
"Dream Dance & Cheer", "CyberPlanet Interactive", "Zoo Games", "2009", "", "", "✔"
"Dream Pinball 3D", "TopWare", "SouthPeak Interactive", "2008", "", "✔", "✔"
"Dream Salon", "", "Zoo Games", "2009", "", "", "✔"
"Driver: Parallel Lines", "Reflections Software", "Ubisoft", "2007", "", "✔", "✔"
"Driver: San Francisco", "Ubisoft Reflections , Ubisoft Annecy , Ubisoft Montreal , Ubisoft Porto Alegre , Ubisoft Romania , Ubisoft Vancouver", "Ubisoft", "2011", "", "✔", "✔"
"EA Playground", "EA Canada", "Electronic Arts", "2007", "✔", "✔", "✔"
"EA Sports Active: Personal Trainer", "EA Canada", "Electronic Arts", "2009", "✔", "✔", "✔"
"EA Sports Active 2", "EA Canada", "Electronic Arts", "2010", "", "✔", "✔"
"EA Sports Active: NFL Training Camp", "EA Canada", "Electronic Arts", "2010", "", "", "✔"
"EA Sports Active: More Workouts", "EA Canada", "Electronic Arts", "2009", "✔", "✔", "✔"
"Earth Seeker", "Kadokawa Shoten", "Enterbrain", "2011", "✔", "", ""
"Elebits", "Konami", "Konami", "2006", "✔", "✔", "✔"
"Emergency Heroes", "Ubisoft Reflections , Ubisoft Barcelona", "Ubisoft", "2008", "", "✔", "✔"
"Emergency Mayhem", "Codemasters", "Codemasters", "2008", "", "✔", "✔"
"Endless Ocean", "Arika", "Nintendo", "2007", "✔", "✔", "✔"
"Endless Ocean: Blue World", "Arika", "Nintendo", "2010", "✔", "✔", "✔"
"Ennichi no Tatsujin", "Namco Bandai", "Namco Bandai", "2006", "✔", "", ""
"Epic Mickey", "Junction Point Studios", "Disney Interactive", "2010", "✔", "✔", "✔"
"Epic Mickey 2: The Power of Two", "Junction Point Studios Blitz Games Studios", "Disney Interactive", "2012", "✔", "✔", "✔"
"Escape from Bug Island Necro-Nesia JP", "Spike", "Eidos Spike JP", "2006", "✔", "✔", "✔"
"Escape The Museum", "", "Majesco", "2009", "✔", "✔", "✔"
"Everyone's Common Knowledge Television", "Nintendo", "Nintendo", "2008", "✔", "", ""
"Everyone Sing", "Oxygen Games", "Oxygen Games", "2012", "✔", "✔", ""
"Excite Truck", "Monster Games", "Nintendo", "2006", "✔", "✔", "✔"
"Excitebots: Trick Racing", "Monster Games", "Nintendo", "2009", "", "", "✔"
"ExerBeat: Gym Class Workout", "Namco Bandai", "Namco Bandai", "2011", "✔", "✔", "✔"
"Eyeshield 21: Field no Saikyou Senshi Tachi", "Eighting", "Nintendo", "2007", "✔", "", ""
"F1 2009", "Sumo Digital", "Codemasters", "2009", "", "✔", "✔"
"Family Fest Presents Movie Games", "", "Ubisoft", "2008", "", "✔", "✔"
"Family Feud 2010 Edition", "", "Ubisoft", "2009", "", "", "✔"
"Family Feud 2012 Edition", "", "Ubisoft", "2011", "", "", "✔"
"Family Feud Decades", "Ludia Inc.", "Ubisoft", "2009", "", "", "✔"
"Family Fun Football", "", "Tecmo", "2009", "", "", "✔"
"Family Gameshow", "Supersonic", "Zushi Games , Storm City Games", "2009", "", "", "✔"
"Family Jockey", "", "Namco Bandai", "2008", "✔", "", ""
"Family Party: 30 Great Games", "Tamsoft", "D3 Publisher", "2008", "", "", "✔"
"Family Party: 30 Great Games Outdoor Fun", "Tamsoft", "D3 Publisher", "2009", "", "✔", "✔"
"Family Party: 30 Great Games Winter Fun", "Tamsoft", "D3 Publisher", "2010", "", "✔", "✔"
"Family Party: Fitness Fun", "Tamsoft", "D3 Publisher", "2010", "", "✔", "✔"
"Family Stadium", "Namco Bandai", "Namco Bandai", "2008", "✔", "", ""
"Family Trainer: Athletic World", "", "Namco Bandai", "2007", "✔", "✔", ""
"Family Trainer 2", "", "Namco Bandai", "2009", "✔", "✔", ""
"FaceBreaker KO Party", "EA Freestyle", "Electronic Arts", "2008", "✔", "✔", "✔"
"Fantastic Four: Rise of the Silver Surfer", "7 Studios", "2K Games", "2007", "", "✔", "✔"
"Fantasy Aquarium World", "", "Destineer", "2009", "", "", "✔"
"Far Cry Vengeance", "Ubisoft Montreal", "Ubisoft", "2006", "", "✔", "✔"
"Fast Food Panic", "Nobilis", "SouthPeak Games", "2010", "", "✔", "✔"
"Ferrari Challenge: Trofeo Pirelli", "Eutechnyx", "Activision", "2008", "", "✔", "✔"
"FIFA Soccer 08", "EA Canada", "Electronic Arts", "2007", "✔", "✔", "✔"
"FIFA 09 All-Play", "Sumo Digital", "Electronic Arts", "2008", "✔", "✔", "✔"
"FIFA 10 WORLD CLASS SOCCER", "Sumo Digital", "Electronic Arts", "2009", "✔", "✔", "✔"
"FIFA 11", "EA Canada", "Electronic Arts", "2010", "✔", "✔", "✔"
"FIFA 12", "EA Canada", "Electronic Arts", "2011", "✔", "✔", "✔"
"FIFA 13", "EA Canada", "Electronic Arts", "2012", "", "✔", "✔"
"FIFA 14", "EA Canada", "Electronic Arts", "2013", "", "✔", "✔"
"Final Fantasy Crystal Chronicles: The Crystal Bearers", "Square Enix", "Square Enix", "2009", "✔", "✔", "✔"
"Final Fantasy Crystal Chronicles: Echoes of Time", "Square Enix", "Square Enix", "2009", "✔", "✔", "✔"
"Final Fantasy Fables: Chocobo's Dungeon", "h.a.n.d.", "Square Enix", "2007", "✔", "✔", "✔"
"Fire Emblem: Radiant Dawn", "Intelligent Systems", "Nintendo", "2007", "✔", "✔", "✔"
"Fishing Master", "Hudson Soft", "Hudson Soft", "2007", "✔", "✔", "✔"
"Fishing Master World Tour", "Hudson Soft", "Hudson Soft", "2007", "✔", "", "✔"
"Fit & Fun", "", "Funbox Media", "2011", "", "", ""
"Fit in Six", "", "Ubisoft", "2011", "", "", "✔"
"FlingSmash", "Artoon", "Nintendo", "2010", "", "✔", "✔"
"Flip's Twisted World", "Frozen North Productions", "Majesco Entertainment", "2010", "", "", "✔"
"Food Network: Cook or Be Cooked", "Red Fly Studio", "Namco Bandai", "2009", "", "", "✔"
"Ford Racing: Off Road", "Razorworks", "Zoo Games", "2008", "✔", "✔", "✔"
"Fortune Street", "Square Enix", "Nintendo", "2011", "✔", "✔", "✔"
"Fragile Dreams: Farewell Ruins of the Moon", "Namco", "Namco Bandai", "2009", "✔", "✔", "✔"
"Freddi Fish in Kelp Seed Mystery", "Humongous Entertainment", "Majesco", "2008", "", "", "✔"
"Free Running", "Core Design Ltd.", "Graffiti Entertainment", "2010", "", "✔", "✔"
"Fritz Chess", "", "Deep Silver", "2009", "", "✔", "✔"
"Furu Furu Park", "Taito , 505 Games", "Taito JP Majesco NA", "2007", "✔", "✔", "✔"
"Frogger: Hyper Arcade Edition", "", "Konami", "2012", "✔", "✔", "✔"
"G-Force", "Eurocom", "Disney Interactive", "2009", "", "✔", "✔"
"G.I. Joe: The Rise of Cobra", "Double Helix Games", "Electronic Arts", "2009", "✔", "✔", "✔"
"G1 Jockey Wii", "Koei", "Koei", "2007", "✔", "✔", ""
"G1 Jockey Wii 2008", "", "Koei", "2008", "✔", "✔", ""
"Gallop & Ride", "", "THQ", "2008", "", "", "✔"
"Game Party", "FarSight Games", "Midway Games", "2007", "", "✔", "✔"
"Game Party 2", "FarSight Games", "Midway Games", "2008", "", "✔", "✔"
"Game Party 3", "FarSight Games", "Warner Bros. Interactive", "2009", "", "", "✔"
"Games Around The Globe", "", "DreamCatcher Games", "2009", "", "✔", ""
"Garfield Gets Real", "Zushi Games", "Destination Software, Inc", "2009", "", "✔", "✔"
"The Garfield Show: Threat of the Space Lasagna", "Eko System", "Zoo Games", "2010", "✔", "✔", "✔"
"GeGeGe no Kitaro: Yoaki Dai Undokai", "", "Namco Bandai", "2007", "✔", "", ""
"Geometry Wars: Galaxies", "Bizarre Creations , Kuju Entertainment", "Sierra Entertainment", "2007", "", "✔", "✔"
"Geon Cube", "Strawdog Studios", "UFO Interactive", "2009", "", "", "✔"
"George of the Jungle and the Search for the Secret", "Papaya Studio", "Crave Entertainment", "2008", "", "✔", "✔"
"Ghost Squad", "Polygon Magic", "Sega", "2007", "✔", "✔", "✔"
"Ghostbusters: The Video Game", "Red Fly Studio", "Atari", "2009", "", "✔", "✔"
"Glacier 2", "Team6 Game Studios", "Zoo Games", "2009", "", "", "✔"
"Glacier 3: The Meltdown", "Team6 Game Studios", "Zoo Games", "2010", "", "", "✔"
"Gintama: Yorozuya Chuubu", "", "Namco Bandai", "2007", "✔", "", ""
"Go, Diego, Go!: Great Dinosaur Rescue", "", "2K Play", "2008", "", "✔", "✔"
"Go, Diego, Go!: Safari Rescue", "", "2K Play", "2008", "", "✔", "✔"
"Go Play: Circus Star", "", "Majesco", "2009", "", "", "✔"
"Go Play: City Sports", "", "Majesco", "2009", "", "", "✔"
"Go Play: Lumberjacks", "", "Majesco", "2009", "", "", "✔"
"Go West! A Lucky Luke Adventure", "", "Atari", "2007", "", "✔", ""
"Godfather Blackhand Edition, The The Godfather: Blackhand Edition", "EA Redwood Shores", "Electronic Arts", "2007", "", "✔", "✔"
"Godzilla: Unleashed", "Pipeworks Software, Inc.", "Atari", "2007", "", "✔", "✔"
"Golden Compass, The The Golden Compass", "Shiny Entertainment", "Sega", "2007", "", "✔", "✔"
"GoldenEye 007, The GoldenEye 007", "Eurocom", "Activision", "2010", "✔", "✔", "✔"
"Gold's Gym Cardio Workout NA My Fitness Coach: Cardio Workout PAL Shape Boxing: Wii de Enjoy! Diet JP", "Land Ho! NA, PAL Rocket Company JP", "Ubisoft NA, PAL Rocket Company JP ,[ citation needed ]", "2008", "✔", "✔", "✔"
"Gold's Gym Dance Workout NA Shape Boxing 2: Wii de Enjoy! Diet JP My Fitness Coach: Dance Workout PAL", "Land Ho! NA, PAL Rocket Company JP", "Ubisoft NA, PAL Rocket Company JP ,[ citation needed ]", "2010", "✔", "✔", "✔"
"Goosebumps HorrorLand", "", "Scholastic Corporation", "2008", "", "", "✔"
"Gormiti: The Lords of Nature!", "", "Marathon Entremainet", "2010", "", "✔", "✔"
"Grand Slam Tennis", "EA Canada", "EA Sports", "2009", "✔", "✔", "✔"
"Grease", "505 Games , Paramount Digital Entertainment", "Big Head Games", "2010", "", "✔", "✔"
"Green Day: Rock Band", "Harmonix", "MTV Games", "2010", "", "", "✔"
"Green Lantern: Rise of the Manhunters", "Double Helix", "Warner Bros. Interactive Entertainment Inc.", "2011", "", "", "✔"
"Greg Hastings Paintball 2", "Super X Studios", "Majesco Entertainment", "2010", "", "", "✔"
"Grey's Anatomy: The Video Game", "ABC Studios", "Ubisoft", "2009", "", "✔", "✔"
"Grim Adventures of Billy and Mandy, The The Grim Adventures of Billy & Mandy", "High Voltage Software", "Midway Games", "2006", "", "✔", "✔"
"Groovin' Blocks", "Empty Clip Studios", "Zoo Games", "2009", "", "", "✔"
"GT Pro Series", "MTO", "Ubisoft MTO JP", "2006", "✔", "✔", "✔"
"GTI Club Supermini Festa!", "Halifax", "Konami", "2010", "✔", "✔", "✔"
"Guilty Gear XX Λ Core", "Arc System Works", "Aksys Games NA,PAL Arc System Works JP", "2007", "✔", "✔", "✔"
"Guilty Gear XX Λ Core Plus", "Arc System Works", "Aksys Games NA,PAL Arc System Works JP", "2009", "", "✔", "✔"
"Guilty Party", "Wideload Games", "Disney Interactive", "2010", "", "", "✔"
"Guinness World Records: The Video Game", "TT Fusion", "Warner Bros. Interactive", "2008", "", "✔", "✔"
"Guitar Hero 5", "Neversoft Vicarious Visions", "Activision", "2009", "", "✔", "✔"
"Guitar Hero III: Legends of Rock", "Neversoft Vicarious Visions", "Activision", "2007", "✔", "✔", "✔"
"Guitar Hero: Aerosmith", "Neversoft Vicarious Visions", "Activision", "2008", "✔", "✔", "✔"
"Guitar Hero: Metallica", "Neversoft Vicarious Visions", "Activision", "2009", "", "✔", "✔"
"Guitar Hero Smash Hits", "Neversoft Vicarious Visions", "Activision", "2009", "", "✔", "✔"
"Guitar Hero: Van Halen", "Neversoft Vicarious Visions", "Activision", "2009", "", "✔", "✔"
"Guitar Hero: Warriors of Rock", "Neversoft Vicarious Visions", "Activision", "2010", "", "✔", "✔"
"Guitar Hero World Tour", "Neversoft Vicarious Visions", "Activision", "2008", "", "✔", "✔"
"Gummy Bears: Magical Medallion", "", "Storm City Games", "2011", "", "", "✔"
"Gummy Bears Minigolf", "", "Storm City Games", "2010", "", "", "✔"
"Gunblade NY and LA Machineguns Arcade Hits Pack", "Sega", "Sega", "2010", "", "✔", "✔"
"Hamster Heroes", "Data Design Interactive", "Koch Media Data Design Interactive PAL", "2008", "", "✔", ""
"Haneru no Tobira Wii：Kirigirissu", "", "Namco Bandai", "2008", "✔", "", ""
"Hannah Montana: Spotlight World Tour", "Avalanche Software", "Disney Interactive Studios", "2007", "", "✔", "✔"
"Hannah Montana: The Movie", "n-Space", "Disney Interactive Studios", "2009", "", "✔", "✔"
"Happy Dance Collection", "", "Namco Bandai", "2008", "✔", "", ""
"Happy Feet", "A2M", "Midway Games", "2006", "", "✔", "✔"
"Hardy Boys: The Hidden Theft, The The Hardy Boys: The Hidden Theft", "XPEC Entertainment", "DreamCatcher Games", "2009", "", "✔", "✔"
"Harley Pasternak's Hollywood Workout", "", "Majesco", "2012", "", "✔", "✔"
"Harry Potter and the Deathly Hallows: Part I", "EA Bright Light", "Electronic Arts", "2010", "", "✔", "✔"
"Harry Potter and the Deathly Hallows: Part II", "EA Bright Light", "Electronic Arts", "2011", "", "✔", "✔"
"Harry Potter and the Half-Blood Prince", "EA Bright Light", "Electronic Arts", "2009", "", "✔", "✔"
"Harry Potter and the Order of the Phoenix", "EA Bright Light", "Electronic Arts", "2007", "✔", "✔", "✔"
"Harukanaru Toki no naka de 4", "Ruby Party", "Koei", "2008", "✔", "", ""
"Harvest Moon: Animal Parade", "Marvelous Entertainment", "Marvelous Entertainment Natsume NA", "2008", "✔", "✔", "✔"
"Harvest Moon: Magical Melody", "Marvelous Entertainment", "Rising Star Games PAL Natsume NA", "2008", "", "✔", "✔"
"Harvest Moon: Tree of Tranquility", "Marvelous Entertainment", "Marvelous Entertainment Natsume NA", "2007", "✔", "✔", "✔"
"Harvey Birdman: Attorney at Law", "High Voltage Software", "Capcom", "2008", "", "✔", "✔"
"Hasbro Family Game Night", "Virtuos", "Electronic Arts", "2008", "", "✔", "✔"
"Hasbro Family Game Night 2", "", "Electronic Arts", "2009", "", "", "✔"
"Hasbro Family Game Night 3", "Bright Light Productions", "Electronic Arts", "2010", "", "✔", "✔"
"Hasbro Family Game Night 4", "Bright Light Productions", "Electronic Arts", "2011", "", "✔", "✔"
"Haunted House", "ImaginEngine", "Atari (Infogrames)", "2010", "", "✔", "✔"
"Heathcliff The Fast and The Furriest", "", "Storm City Games", "2010", "", "", "✔"
"Heatseeker", "IR Gurus , Codemasters", "Codemasters", "2007", "", "✔", "✔"
"Heavenly Guardian NA Legend of Sayuki PAL Yukinko Daisenpu JP", "Starfish SD", "UFO Interactive 505 Games PAL Starfish SD JP", "2007", "✔", "✔", "✔"
"Hell's Kitchen: The Video Game", "", "Ubisoft", "2008", "", "✔", "✔"
"Hello Kitty Seasons", "Zoo Games", "Zoo Games Namco Bandai PAL", "2010", "", "✔", "✔"
"Help Wanted: 50 Wacky Jobs Job Island: Hard Working People PAL", "", "Hudson Soft", "2009", "", "✔", "✔"
"Hidden Mysteries: Titanic Hidden Mysteries: Titanic Secrets of the Fateful Voyage PAL", "Gunnar Games", "Activision GSP PAL", "2009 2010 PAL", "", "✔", "✔"
"High School Musical: Sing It!", "Artificial Mind and Movement", "Disney Interactive Studios", "2007", "", "✔", "✔"
"High School Musical 3: Senior Year Dance", "Page 44 Studios", "Disney Interactive Studios", "2008", "✔", "✔", "✔"
"History Channel: Battle for the Pacific, The The History Channel: Battle for the Pacific", "Magic Wand Productions", "Activision Value", "2007", "", "✔", "✔"
"Hollywood Squares", "Ludia", "Ubisoft", "2010", "", "", "✔"
"Honda ATV Fever", "", "Storm City Games", "2010", "", "", "✔"
"Hooked! Real Motion Fishing Big Catch Bass Fishing PAL", "SIMS", "Aksys Games 505 Games PAL", "2007", "✔", "✔", "✔"
"Hooked! Again: Real Motion Fishing", "", "Aksys Games", "2009", "", "", "✔"
"Horse Life 2", "", "Koch Media", "2008", "", "✔", ""
"Horse Life Adventures", "", "Valcon Games", "2009", "", "", "✔"
"Horrible Histories: Ruthless Romans", "Virtual Identity", "Koch Media", "2009", "", "✔", ""
"Hot Wheels: Battle Force 5", "", "Activision", "2009", "", "✔", "✔"
"Hot Wheels: Beat That!", "Eutechnyx", "Activision", "2007", "", "✔", "✔"
"Hot Wheels: Track Attack", "Firebrand Games", "THQ", "2010", "", "✔", "✔"
"Hotel for Dogs", "", "505 Games", "2008", "", "✔", "✔"
"House of the Dead 2 & 3 Return, The The House of the Dead 2 & 3 Return", "Sega", "Sega", "2008", "✔", "✔", "✔"
"House of the Dead: Overkill, The The House of the Dead: Overkill", "Headstrong Games", "Sega", "2009", "✔", "✔", "✔"
"Hudson's Puzzle Series Vol.2 Illustlogic + Colorful Logic", "", "Hudson Soft", "2008", "✔", "", ""
"Hula Wii: Minna de Hula wo Odorou", "", "Milestone Inc.", "2008", "✔", "", ""
"Hyper Fighters", "Team6 Game Studios", "Zoo Games", "2011", "", "", "✔"
"Hysteria Hospital: Emergency Ward", "Game Invest", "Oxygen Games", "2009", "", "✔", "✔"
"I SPY Spooky Mansion", "Gusto Games", "Scholastic", "2010", "", "", "✔"
"iCarly", "Blitz Games", "Activision", "2009", "", "✔", "✔"
"iCarly 2: iJoin the Click", "Big Blue Bubble", "Activision", "2010", "", "✔", "✔"
"Ice Age 2: The Meltdown", "", "Sierra Entertainment", "2006", "", "✔", "✔"
"Ice Age 3: Dawn of the Dinosaurs", "Eurocom", "Activision", "2009", "", "✔", "✔"
"Ice Age: Continental Drift – Arctic Games", "Behaviour Interactive", "Activision", "2012", "", "✔", "✔"
"Igor the Game", "", "Legacy Interactive / SouthPeak Interactive", "2008", "", "✔", "✔"
"Illvelo Wii", "Milestone Inc.", "Milestone Inc.", "2008", "✔", "", ""
"Imabikisou kaimeihen", "Chunsoft", "Sega", "2008", "✔", "", ""
"Imagine: Champion Rider", "", "Ubisoft", "2008", "", "✔", ""
"Imagine: Fashion Party Imagine Fashion Idol UK Lauras Passie Modeshow DUT", "", "Ubisoft", "2009", "", "✔", "✔"
"Imagine: Party Babyz Babysitting Party PAL", "", "Ubisoft", "2008", "", "✔", "✔"
"Incredible Hulk, The The Incredible Hulk", "Edge of Reality", "Sega", "2008", "", "✔", "✔"
"Impossible Mission", "System 3", "Epyx", "2007", "", "✔", "✔"
"Indianapolis 500 Legends", "Torus Games", "Destineer", "2007", "", "", "✔"
"Indiana Jones and the Staff of Kings", "Artificial Mind and Movement", "LucasArts", "2009", "", "✔", "✔"
"Iron Chef America: Supreme Cuisine", "Black Lantern Studios", "Destineer", "2008", "", "", "✔"
"Iron Man", "Sega", "Sega", "2008", "", "✔", "✔"
"Iron Man 2", "Sega", "Sega", "2010", "", "✔", "✔"
"Inazuma Eleven Strikers", "Level-5", "Level-5", "2011", "✔", "✔", ""
"Inazuma Eleven Strikers 2012 Xtreme", "Level-5", "Level-5", "2011", "✔", "", ""
"Inazuma Eleven GO Strikers 2013", "Level-5", "Level-5", "2012", "✔", "", ""
"Island Of Dr. Frankenstein, The The Island Of Dr. Frankenstein", "", "Storm City Games", "2009", "", "", "✔"
"Ivy the Kiwi?", "Prope", "Xseed Games Rising Star Games PAL NBGI JAP", "2010", "✔", "✔", "✔"
"Jambo! Safari Animal Rescue Ranger Adventure PAL", "Full Fat", "Sega", "2009", "", "✔", "✔"
"James Cameron's Avatar: The Game", "Ubisoft Montreal", "Ubisoft", "2009", "", "✔", "✔"
"Jawa: Mammoth to Himitsu no Ishi", "Spike", "Spike", "2008", "✔", "", ""
"Jeep Thrills", "Game Sauce", "Zoo Games", "2008", "", "✔", "✔"
"Jelly Belly Ballistic Beans", "", "Zoo Games", "2009", "", "✔", "✔"
"Jenga World Tour Jenga PAL", "Atomic Planet Entertainment", "Atari", "2007", "", "✔", "✔"
"Jeopardy!", "", "THQ", "2010", "", "✔", "✔"
"Jewel Master: Cradle of Rome", "Cerasus Media", "Destineer Studios Rondomedia PAL", "2009 2008 PAL", "", "✔", "✔"
"Jewel Quest Trilogy", "Gunnar Games", "GameMill Entertainment", "2011", "", "", "✔"
"Jigsaw Puzzle: Kyo no Wanko", "Hudson Soft", "Hudson Soft", "2007", "✔", "", ""
"Jikkyō Powerful Pro Yakyū 15", "Konami", "Konami", "2007", "✔", "", ""
"Jikkyō Powerful Pro Yakyū Wii", "Konami", "Konami", "2007", "✔", "", ""
"Jikkyō Powerful Pro Yakyū 2009", "Konami", "Konami", "2009", "✔", "", ""
"Jillian Michaels' Fitness Ultimatum 2009", "3G Studios", "Majesco", "2008", "", "✔", "✔"
"Jillian Michaels' Fitness Ultimatum 2010", "", "Majesco", "2009", "", "", "✔"
"Jillian Michaels' Fitness Ultimatum 2011", "", "D3 Publisher", "2010", "", "", "✔"
"Jinsei Game Wii", "", "Tomy", "2007", "✔", "", ""
"Jissen Pachi-Slot Pachinko Hisshôhô! Hokuto no Ken", "Sega Sammy", "Sega Sammy", "2007", "✔", "", ""
"Jumper: Griffin's Story", "Collision Studios", "Brash Entertainment", "2008", "", "✔", "✔"
"JumpStart Escape From Adventure Island", "", "Knowledge Adventure", "2009", "", "", "✔"
"JumpStart Get Moving Family Fitness", "", "Knowledge Adventure", "2010", "", "", "✔"
"JumpStart Pet Rescue", "", "Knowledge Adventure", "2009", "", "", "✔"
"Ju-On: The Grudge", "feelplus", "AQ Interactive JP Xseed Games NA Rising Star Games PAL", "2009", "✔", "✔", "✔"
"Jurassic: The Hunted", "Cauldron HQ", "Activision", "2009", "", "", "✔"
"Just Dance 2014", "Ubisoft Paris", "Ubisoft", "2013", "", "✔", "✔"
"Just Dance", "Ubisoft Paris", "Ubisoft", "2009", "", "✔", "✔"
"Just Dance 2", "Ubisoft Paris", "Ubisoft", "2010", "", "✔", "✔"
"Just Dance Wii", "Ubisoft Paris", "Nintendo", "2011", "✔", "", ""
"Just Dance Kids", "Ubisoft Paris", "Ubisoft", "2010", "", "", "✔"
"Just Dance Kids 2", "Ubisoft Paris", "Ubisoft", "2011", "", "", "✔"
"Just Dance Kids 2014", "Ubisoft Paris", "Ubisoft", "2013", "", "✔", "✔"
"Just Dance Summer Party", "Ubisoft Paris", "Ubisoft", "2011", "", "", "✔"
"Just Dance 3", "Ubisoft Paris", "Ubisoft", "2011", "", "✔", "✔"
"Just Dance Wii 2", "Ubisoft Paris", "Nintendo", "2012", "✔", "", ""
"Just Dance: Best Of", "Ubisoft Paris", "Ubisoft", "2012", "", "✔", "✔"
"Just Dance: Disney Party", "Ubisoft Paris", "Ubisoft", "2012", "", "✔", "✔"
"Just Dance 4", "Ubisoft Paris", "Ubisoft", "2012", "", "✔", "✔"
"Just Dance Wii 3", "Ubisoft Paris", "Nintendo", "2013", "✔", "", ""
"Kanken Wii", "", "Rocket Company", "2007", "✔", "", ""
"Kamen Rider: Climax Heroes W", "Eighting", "Namco Bandai", "2009", "✔", "", ""
"Kamen Rider: Climax Heroes OOO", "Eighting", "Namco Bandai", "2010", "✔", "", ""
"Kamen Rider: Dragon Knight", "Eighting", "D3 Publisher", "2009", "", "", "✔"
"Kamen Rider: Super Climax Heroes", "Eighting", "Namco Bandai", "2012", "", "", "✔"
"Karaoke Joysound Wii", "Hudson Soft , Xing", "Hudson Soft", "2008", "✔", "", "✔"
"Karaoke Revolution", "Blitz Games", "Konami", "2009", "✔", "✔", "✔"
"Karaoke Revolution: Glee", "", "Konami", "2010", "✔", "✔", "✔"
"Karaoke Revolution: Glee Volume 2", "Konami", "Konami", "2011", "", "", "✔"
"Karaoke Revolution Presents: American Idol Encore", "", "Konami", "2008", "", "", "✔"
"Karaoke Revolution Presents: American Idol Encore 2", "", "Konami", "2008", "", "", "✔"
"Kart Racer", "Brain in a Jar", "Virtual Play Games Nordic Games PAL", "2010 2009 PAL", "", "✔", "✔"
"Katekyo Hitman Reborn! Dream Hyper Battle!", "Marvelous Entertainment", "Marvelous Entertainment", "2008", "✔", "", ""
"Kawasaki Jet Ski", "Data Design Interactive", "Bold Games Data Design Interactive PAL", "2008", "", "✔", "✔"
"Kawasaki Quad Bikes", "Data Design Interactive", "Bold Games Popcorn Arcade PAL", "2007", "", "✔", "✔"
"Kawasaki Snowmobiles", "Data Design Interactive", "Data Design Interactive", "2008", "", "✔", "✔"
"Kekkaishi", "", "Namco Bandai", "2007", "✔", "", ""
"And-Kensaku", "Shift", "Nintendo", "2009", "✔", "✔", ""
"Kevin Van Dam's Big Bass Challenge", "", "Zoo Games", "2010", "", "", "✔"
"Kid Adventures: Sky Captain", "Torus Games", "D3 Publisher", "2010", "", "", "✔"
"Kid Fit Island Resort", "", "Red Wagon Games", "2010", "", "", "✔"
"Kidz Bop Dance Party", "Art Co. Ltd", "D3 Publisher", "2010", "", "", "✔"
"Kidz Sports Basketball", "Data Design Interactive", "Bold Games Data Design Interactive PAL", "2008", "", "✔", "✔"
"Kidz Sports Crazy Golf", "Data Design Interactive", "Bold Games", "2008", "", "", "✔"
"Kidz Sports Ice Hockey", "Data Design Interactive", "Bold Games Data Design Interactive PAL", "2008", "", "✔", "✔"
"Kidz Sports International Soccer", "Data Design Interactive", "Bold Games Data Design Interactive PAL", "2008", "", "✔", "✔"
"King of Clubs", "Oxygen Studios", "Oxygen Games", "2008", "", "✔", "✔"
"King of Pool", "", "Nordcurrent", "2009", "", "✔", ""
