"October 10, 1992", "Joe Pesci/Spin Doctors"
"April 12, 1997", "Rob Lowe/Spice Girls"
"October 21, 2000", "Dana Carvey/The Wallflowers"
"December 7, 2002", "Robert De Niro/Norah Jones"
"December 18, 2004", "Robert De Niro/Destiny's Child"
"December 4, 2010", "Robert De Niro/Diddy-Dirty Money"
